SysConst;AvgTime;Oxygen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;-6276;6,6;0,00001709;3,11;2.28935 207.37 373.607 584.085 852.963 1045.18 1245.41 1373.63;0.318561 221.646 394.408 587.89 808.24 1001.66 1201.66 1401.11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SysObs;SysObs;SysObs;SysObs;SysObs;SysObs;UserDefCon;UserDefCon;UserDefCon;UserDefCon;UserDefCon;UserDefCon;UserDefCon;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;GasEx;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Dynamic;Leak;Leak;Leak;Leak;Leak;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;FLR;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;MPF;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;FastKntcs;LeafQ;LeafQ;LeafQ;LeafQ;Const;Const;Const;Const;Const;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;Meas2;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrLS;FlrStats;FlrStats;FlrStats;FlrStats;FlrStats;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;MchEvent;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Stability;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Raw;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Status2;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;Auxiliary;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;MchStatus;ConStatus;ConStatus;ConStatus;ConStatus;ConStatus;ConStatus;ConStatus;ConStatus;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status;Status
obs;time;elapsed;date;hhmmss;averaging;Measurement;Genotype;Replicate;Species;AmbPAR_level;PulseDuration;Phase;TIME;E;Emm;A;Ca;Ci;Pci;Pca;gsw;gbw;gtw;gtc;Rabs;TleafEB;TleafCnd;SVPleaf;RHcham;VPcham;SVPcham;VPDleaf;LatHFlux;SenHFlux;NetTherm;EBSum;Asty;Esty;Adyn;Crd;Csd;dCsd/dt;αVc;Edyn;Hr;Hs;dHs/dt;αVh;Leak;LeakPct;CorrFact;CorrFactPct;Fan;DarkAdaptedID;Qmax_d;Fo;Fm;Fv/Fm;A_dark;LightAdaptedID;Qmax;Fs;Fm';PhiPS2;PS2/1;Qabs_fs;A_fs;ETR;PhiCO2;NPQ;alt._Fo';DarkPulseID;Fmin;Fo';Fv'/Fm';qP;qN;qP_Fo;qN_Fo;qL;1-qL;ID;P1_dur;P1_Fmax;T@P1_Fmax;Q@P1_Fmax;P1_PredF;P1_ΔF;P2_dur;P2_ramp;P2_int;P2_int_se;P2_slp;P2_slp_se;P2_R2;P2_dQdt;P3_dur;P3_Fmax;T@P3_Fmax;Q@P3_Fmax;P3_PredF;P3_ΔF;ID;Dur;DCo;InitSlope;Fo;F1;T@F1;T@HIR;F2;T@F2;DCmax;T@DCmax;PhiPS2_dc;Qin;Qabs;alpha;convert;S;K;Geometry;Custom;UseDynamic;TIME;CO2_s;CO2_r;H2O_s;H2O_r;CO2_a;H2O_a;Flow;Pa;ΔPcham;Tair;Tleaf;Tleaf2;Offset;Offset2;Fan_speed;Qamb_in;Qamb_out;ΔCO2;CO2_s_d;CO2_r_d;ΔH2O;CO2_b;H2O_b;e_s;e_r;Td_s;Td_r;Q;f_red;f_blue;f_farred;F;Q_modavg;F_dc;Pc;Tled;TDigital;TPreamp;TPwrSpy;TDrive;Q_red;Q_blue;Q_farred;TSPF;state;F_avg;dF/dt;dF_dc/dt;F_dc_avg;period;time;hhmmss;co2_t;h2o_t;count;co2_adj;h2o_adj;co2_match;h2o_match;co2_at;h2o_at;co2_cv;h2o_cv;Adyn:MN;Adyn:SLP;Adyn:SD;Adyn:OK;gsw:MN;gsw:SLP;gsw:SD;gsw:OK;Stable;Total;State;Vflow;VPchamber;abs_c_a;abs_c_b;abs_h_a;abs_h_b;Wc_s;Wc_r;Wco_s;Wco_r;Ww_s;Ww_r;Wwo_s;Wwo_r;Flow_s_v;Flow_r_v;Tleaf_mv;Tleaf2_mv;Tleaf_j;Tleaf2_j;Console_RH;Console_T;Console_H2O;Fan_%;Flow_%;Pump;Tchp_pwm;Txchg_pwm;diag_20v;diag_5_4v;diag_12v;diag_5va;diag_3_3vf;AccCO2_soda;AccH2O_des;AccH2O_hum;CO2_hrs;ADC_CH1;ADC_CH2;ADC_CH3;ADC_CH4;ADC_CH5;ADC_CH6;ADC_CH7;ADC_CH8;DAC_1;DAC_2;DAC_3;DAC_4;GPIO;GPIO_dir;excit_5v;power_12v;power_5v;ch1_pullup;AuxPower;MatchValveR;MatchValveS;MatchCO2;MatchH2O;cf_co2_a;cf_co2_b;cf_co2_c;cf_co2_d;cf_h2o_a;cf_h2o_b;cf_h2o_c;cf_h2o_d;co2_fit_low;co2_fit_high;h2o_fit_low;h2o_fit_high;co2_elapsed;h2o_elapsed;CO2_f;CO2_f_s;Pump_f;Pump_f_s;Pump_p;Pump_p_s;Tboard;V_system;DIAG;Flow_s;Flow_r;Txchg;Tirga;Tchopper;Ts;Tr;CO2_%;Desiccant_%;Humidifier_%;Txchg_sp;CO2_r_sp;H2O_r_sp;SS_s;SS_r
;s;s;;;s;;;;;;;;s;mol m⁻² s⁻¹;mmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol mol⁻¹;µmol mol⁻¹;Pa;Pa;mol m⁻² s⁻¹;mol m⁻² s⁻¹;mol m⁻² s⁻¹;mol m⁻² s⁻¹;W m⁻²;°C;°C;kPa;%;kPa;kPa;kPa;W m⁻²;W m⁻²;W m⁻²;W m⁻²;µmol m⁻² s⁻¹;mmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol mol⁻¹;µmol mol⁻¹;µmol mol⁻¹ s⁻¹;cm³;mmol m⁻² s⁻¹;mmol mol⁻¹;mmol mol⁻¹;mmol mol⁻¹ s⁻¹;cm³;µmol s⁻¹;%;;%;µmol s⁻¹;;;;;;µmol m⁻² s⁻¹;;;;;;;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol µmol⁻¹;;;;;;;;;;;;;;ms;;ms;µmol m⁻² s⁻¹;;;ms;%;;;centimol m⁻² s⁻¹;centimol m⁻² s⁻¹;;mol m⁻² s⁻²;ms;;ms;µmol m⁻² s⁻¹;;;;ms;;s⁻¹;;;ms;ms;;ms;;ms;;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;;J/µmol;cm²;;;mol m⁻² s⁻¹;;s;µmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;mmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;µmol s⁻¹;kPa;kPa;°C;°C;°C;°C;°C;rpm;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol mol⁻¹;µmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;kPa;kPa;°C;°C;µmol m⁻² s⁻¹;;;;;µmol m⁻² s⁻¹;;;°C;°C;°C;°C;°C;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹;s;;;min⁻¹;min⁻¹;;s;secs;;s;s;;µmol/mol;mmol/mol;µmol/mol;mmol/mol;µmol/mol;mmol/mol;%;%;µmol m⁻² s⁻¹;µmol m⁻² s⁻¹ min⁻¹;µmol m⁻² s⁻¹;;mol m⁻² s⁻¹;mol m⁻² s⁻¹ min⁻¹;mol m⁻² s⁻¹;;;;;V;V;;;;;;;;;;;;;V;V;mV;mV;°C;°C;%;°C;mmol mol⁻¹;%;%;;V;V;V;V;V;V;V;mg;mg;mg;hrs;V;V;V;V;V;V;V;V;V;V;V;V;;;;;;;V;%;%;µmol/mol;mmol/mol;µmol/mol;;;;mmol/mol;;;;µmol mol⁻¹;µmol mol⁻¹;mmol mol⁻¹;mmol mol⁻¹;min;min;V;V;V;V;V;V;°C;V;;µmol s⁻¹;µmol s⁻¹;°C;°C;°C;°C;°C;%;%;%;°C;µmol mol⁻¹;mmol mol⁻¹;%;%
1;1749211421;0;20250606 14:03:41;14:03:41;none;A/Q;Delinel;1;Common Bean;;;;1749211421;1,37749E-05;0,013774942;0,053499892;349,887;204,0097428;20,56891449;35,27672593;0,0006287;2,947681317;0,000628626;0,000392898;0,003989314;24,99195672;24,6536;3,114600269;29,87940867;0,949814001;3,178824627;2,164786267;-0,607474922;54,33317361;3,892040742;57,62172874;0,065107203;0,013977932;0,053499892;353,3075706;353,2282727;-0,000256172;65,93384186;0,013774942;9,400123785;9,420595105;-3,75682E-07;77,18488506;80;20;1;0;53778,10594;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020996388;0,053499892;#DIV/0!;2,548052142;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499957;0,020996388;0,41996388;0,079793137;6;0,5;0: Broadleaf;2;TRUE;1749211421;349,887;349,992;9,42059;9,39982;350,69;9,60699;399,988;100,723;0,100197;24,9955;24,6536;999,9;0;0;10031,2;0;0;-0,105194;353,215;353,313;0,0207758;349,992;9,39982;0,948871;0,946778;6,15407;6,1221;0,0499957;0;0;0;13,4;0,0499957;-13,97;-1,35;34,5;39,187;36,5;38,812;37,187;0;0;0;1749211421;0;2,516;33,13076939;-24,40307684;-4,4932;15;1749207588;12:59:47;1749207588;1749207578;1;0,131;-0,03;-0,763;-0,186;400;9;0,04;0,07;0,053500621;0,104700954;0,024521917;1;0,00062782;-0,000107441;2,52225E-05;1;2;2;2/2;2,99511;2,81107;0,0866502;0,0870775;0,0568864;0,0568755;24872,9;25790,4;30982,4;31331,7;45797,6;42792,5;44859,1;41717,7;1,7341;2,224;0,0543147;0;23,7613;999,9;26,8;32,8;13,292;62,2579;6,96314;1;-0,104017;0,0764515;20,2401;5,22223;11,9068;4,9719;3,273;9999;9999;9999;999,9;1,87988;1,88004;1,88217;1,87527;1,87852;1,87795;1,87515;1,88272;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;-0,803;-0,1864;-1,317961907;0,002137767;-2,14253E-06;6,57826E-10;-0,199892314;0,004784518;-0,000486343;1,4002E-05;18;2240;2;19;63,9;64,1;0,90332;2,60132;1,44531;2,13867;1,54907;2,37183;37,9164;23,9474;18;301,929;719,175;24,0343;25,8698;29,9998;25,9632;25,9487;18,0757;34,508;0;24,0367;350;9,45243;101,393;99,8628
2;1749211542;120,5;20250606 14:05:41;14:05:41;none;A/Q;Delinel;1;Common Bean;;;;1749211542;1,22888E-05;0,012288844;0,092912763;369,871;96,1832369;9,697082314;37,28996495;0,000559967;2,95024168;0,000559908;0,000349948;0,003989314;24,99554408;24,6781;3,119164459;29,91294253;0,951061415;3,179431158;2,168103044;-0,54193802;50,99252948;3,650079852;54,10466063;0,072419483;0,011438832;0,092912763;373,5335753;373,3921333;0,000107189;65,93384186;0,012288844;9,415053415;9,433312657;5,12374E-07;77,18488506;84;21;1;0;53852,44118;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020996388;0,092912763;#DIV/0!;4,425178405;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499957;0,020996388;0,41996388;0,079793137;6;0,5;0: Broadleaf;2;TRUE;1749211542;369,871;369,986;9,43337;9,41637;370,657;9,61978;399,915;100,719;0,0998394;24,9987;24,6781;999,9;0;0;10046,2;0;0;-0,114929;373,393;373,503;0,0170021;369,986;9,41637;0,950118;0,948405;6,17309;6,14696;0,0499957;0;0;0;-7,95;0,0499957;3,2;-1;34;39,125;36,375;38,75;36,937;0;0;0;1749211541;0;1,321923077;-15,06017092;14,5668377;-4,258461538;15;1749207588;12:59:47;1749207588;1749207578;1;0,131;-0,03;-0,763;-0,186;400;9;0,04;0,07;0,085232607;0,001005654;0,028128601;1;0,000538403;1,90225E-05;1,83333E-05;1;2;2;2/2;2,99504;2,81085;0,0904913;0,0909469;0,0569467;0,0569549;24769;25681,7;30983,1;31332,2;45795,5;42790,1;44859,9;41718,9;1,7245;2,2245;0,0562891;0;23,7533;999,9;26,8;32,8;13,2921;61,9279;6,80689;1;-0,105427;-0,0826471;20,2425;5,22253;11,9074;4,97175;3,273;9999;9999;9999;999,9;1,87988;1,88004;1,88217;1,87522;1,87851;1,87797;1,87515;1,88265;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;-0,786;-0,1864;-1,317961907;0,002137767;-2,14253E-06;6,57826E-10;-0,199892314;0,004784518;-0,000486343;1,4002E-05;18;2240;2;19;65,9;66,1;0,943604;2,60254;1,44531;2,13867;1,54907;2,45972;37,8921;23,9649;18;297,953;719,338;24,2812;25,8504;30;25,9419;25,927;18,8883;34,508;0;24,2803;370;9,45243;101,395;99,8651
3;1749211662;241;20250606 14:07:42;14:07:42;none;A/Q;Delinel;1;Common Bean;;;;1749211662;1,18185E-05;0,01181854;0,118797913;389,812;29,35177066;2,95939894;39,30288339;0,000538358;2,947172327;0,000538303;0,000336445;0,003989314;24,99926281;24,6816;3,119816963;29,90045993;0,9508686;3,180113626;2,168948362;-0,521197612;50,955367;3,651348928;54,08950763;0,129336358;0,012036013;0,118797913;393,6968868;393,5152606;0,000264886;65,93384186;0,01181854;9,412998275;9,430556643;-1,8227E-07;77,18488506;82;20;1;0;53762,01833;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020996388;0,118797913;#DIV/0!;5,658016599;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499957;0,020996388;0,41996388;0,079793137;6;0,5;0: Broadleaf;2;TRUE;1749211662;389,812;390,013;9,43086;9,41298;390,583;9,61727;400,084;100,725;0,100227;25,0023;24,6816;999,9;0;0;10028,1;0;0;-0,200867;393,524;393,719;0,0178823;390,013;9,41298;0,949928;0,948126;6,17019;6,1427;0,0499957;0;0;0;3,38;0,0499957;1,9;-0,91;34,687;40,687;37,312;41;37,812;0;0;0;1749211662;0;2,0064;-7,875384786;-1,996923199;-4,4296;15;1749207588;12:59:47;1749207588;1749207578;1;0,131;-0,03;-0,763;-0,186;400;9;0,04;0,07;0,133071178;-0,049722943;0,023640641;1;0,000559545;-5,42412E-05;2,12614E-05;1;2;2;2/2;2,99522;2,81107;0,0942426;0,0947394;0,0569413;0,0569451;24667,1;25575,5;30983,2;31333,1;45796,2;42791,3;44860,2;41719,6;1,73123;2,22487;0,0551715;0;23,7753;999,9;26,9;32,8;13,34;62,3379;6,70272;1;-0,106486;0,145237;20,242;5,22313;11,9078;4,9723;3,273;9999;9999;9999;999,9;1,87988;1,88004;1,88217;1,87522;1,87853;1,87795;1,87515;1,8827;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;-0,771;-0,1864;-1,317961907;0,002137767;-2,14253E-06;6,57826E-10;-0,199892314;0,004784518;-0,000486343;1,4002E-05;18;2240;2;19;67,9;68,1;0,983887;2,59888;1,44531;2,13867;1,54907;2,50244;37,8921;23,9562;18;300,586;719,446;24,0361;25,8354;30,0001;25,9245;25,9097;19,69;34,508;0;24,0365;390;9,45243;101,395;99,8672
4;1749211783;361,5;20250606 14:09:42;14:09:42;none;A/Q;Delinel;1;Common Bean;;;;1749211783;1,03798E-05;0,010379798;0,121919743;409,782;-9,061638617;-0,913676794;41,31794698;0,000473719;2,949995816;0,000473677;0,000296052;0,003989314;25,00153778;24,658;3,11541953;29,88471397;0,950475519;3,180473869;2,164944011;-0,457749078;55,05970839;3,941250129;58,54719875;0,122551914;0,010006546;0,121919743;413,8746206;413,6886788;0,000194639;65,93384186;0,010379798;9,411644303;9,427070909;-2,48808E-07;77,18488506;82;21;1;0;53844,4675;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020996388;0,121919743;#DIV/0!;5,806700734;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499957;0,020996388;0,41996388;0,079793137;6;0,5;0: Broadleaf;2;TRUE;1749211783;409,782;409,972;9,4266;9,41173;410,538;9,61301;399,955;100,729;0,100092;25,0042;24,658;999,9;0;0;10043,8;0;0;-0,189453;413,682;413,867;0,0148764;409,972;9,41173;0,949533;0,948035;6,16417;6,1413;0,0499957;0;0;0;10,57;0,0499957;-8,61;-1,68;34,812;40;36,937;39,937;37,625;0;0;0;1749211782;0;0,954230769;-19,55179466;1,279658321;-2,785;15;1749207588;12:59:47;1749207588;1749207578;1;0,131;-0,03;-0,763;-0,186;400;9;0,04;0,07;0,133089486;0,065576688;0,028618903;1;0,000475209;-8,90125E-06;1,75172E-05;1;2;2;2/2;2,99508;2,81108;0,0979089;0,0984274;0,0569245;0,0569421;24566,9;25470,9;30982,7;31332,5;45796,5;42790,8;44859,8;41718,9;1,73032;2,2252;0,0556558;0;23,7437;999,9;26,9;32,8;13,3403;62,2479;7,0593;1;-0,10638;0,183685;20,2401;5,22328;11,9081;4,97255;3,273;9999;9999;9999;999,9;1,87988;1,88004;1,88217;1,87522;1,87854;1,87799;1,87515;1,88273;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;-0,756;-0,1864;-1,317961907;0,002137767;-2,14253E-06;6,57826E-10;-0,199892314;0,004784518;-0,000486343;1,4002E-05;18;2240;2;19;69,9;70,1;1,02295;2,59155;1,44531;2,13745;1,54907;2,48535;37,8679;23,9562;18;300,193;719,653;23,9975;25,8317;30,0002;25,918;25,9031;20,4887;34,508;0;23,9974;410;9,45243;101,394;99,8656
5;1749211903;482;20250606 14:11:43;14:11:43;none;A/Q;Delinel;1;Common Bean;;;;1749211903;1,11839E-05;0,011183888;0,151880664;429,777;-52,962522;-5,34037104;43,33571284;0,000510422;2,951362588;0,000510373;0,000318987;0,003989314;24,98323094;24,66;3,115791983;29,92643041;0,950775721;3,177043528;2,165016263;-0,493209441;51,8870297;3,712124221;55,10993379;0,163842233;0,011288228;0,151880664;434,075957;433,8484061;-0,000358029;65,93384186;0,011183888;9,412537359;9,429151189;1,48122E-07;77,18488506;82;20;1;0;53887,88407;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020996388;0,151880664;#DIV/0!;7,233656705;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499957;0,020996388;0,41996388;0,079793137;6;0,5;0: Broadleaf;2;TRUE;1749211903;429,777;430,03;9,42921;9,41244;430,52;9,61562;400,064;100,733;0,10002;24,9861;24,66;999,9;0;0;10051,2;0;0;-0,252563;433,868;434,116;0,0167732;430,03;9,41244;0,949832;0,948142;6,16873;6,14294;0,0499957;0;0;0;0,61;0,0499957;-0,94;-0,77;33,812;38,437;36;37,937;36,625;0;0;0;1749211903;0;0,1988;16,33538435;0,650000203;-3,4652;15;1749207588;12:59:47;1749207588;1749207578;1;0,131;-0,03;-0,763;-0,186;400;9;0,04;0,07;0,133302984;0,015137062;0,020398185;1;0,000470266;-3,48099E-05;2,41034E-05;1;2;2;2/2;2,9952;2,81107;0,1015;0,102052;0,05694;0,0569489;24468,9;25368,8;30982,4;31332,8;45795,6;42791;44859,5;41719,4;1,73018;2,22547;0,0554323;0;23,7493;999,9;26,9;32,7;13,2643;62,0579;6,71474;1;-0,107243;-0,0694281;20,2421;5,22313;11,9081;4,972;3,273;9999;9999;9999;999,9;1,87988;1,88004;1,88217;1,87525;1,87854;1,87801;1,87515;1,8827;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;-0,743;-0,1864;-1,317961907;0,002137767;-2,14253E-06;6,57826E-10;-0,199892314;0,004784518;-0,000486343;1,4002E-05;18;2240;2;19;71,9;72,1;1,06323;2,59155;1,44531;2,13867;1,54907;2,51709;37,8679;23,9649;18;300,092;719,788;24,212;25,8262;30,0003;25,9093;25,8946;21,2805;34,508;0;24,2221;430;9,45243;101,393;99,8666
6;1749212024;602,5;20250606 14:13:43;14:13:43;none;A/Q;Delinel;1;Common Bean;;;;1749212024;2,26579E-06;0,002265786;0,116555016;449,811;-1338,553886;-134,9692555;45,35540663;0,000103379;2,950048252;0,000103377;6,46111E-05;0,003989314;24,99763717;24,6583;3,115475395;29,88137261;0,95002935;3,179336381;2,165446045;-0,099921141;54,05871616;3,869417808;57,83220214;0,146707595;-0,008951897;0,116555016;454,2565381;454,0798061;3,75991E-05;65,93384186;0,002265786;9,41748384;9,420852098;-2,46713E-07;77,18488506;82;20;1;0;53847,1553;-;-;0;0;#DIV/0!;0;-;-;0;0;#DIV/0!;0,5;0,020996388;0,116555016;#DIV/0!;5,55119361;#DIV/0!;#DIV/0!;-;0;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;#DIV/0!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0499957;0,020996388;0,41996388;0,079793137;6;0,5;0: Broadleaf;2;TRUE;1749212024;449,811;450,025;9,42189;9,43519;450,54;9,60829;400,04;100,732;0,100142;24,9982;24,6583;999,9;0;0;10043,8;0;0;-0,214142;454,089;454,312;-0,0132942;450,025;9,43519;0,949083;0,950422;6,1573;6,17772;0,0499957;0;0;0;2,43;0,0499957;-6,68;-1,1;34,5;40,375;37,125;40,562;37,625;0;0;0;1749212024;0;4,613076923;8,322051018;-5,57230763;-6,995;15;1749207588;12:59:47;1749207588;1749207578;1;0,131;-0,03;-0,763;-0,186;400;9;0,04;0,07;0,130616601;0,03489616;0,023413195;1;0,000527163;2,88102E-05;1,93335E-05;1;2;2;2/2;2,99518;2,81113;0,105015;0,105583;0,0569062;0,0570574;24373,6;25269,3;30982,7;31333;45797,3;42786,3;44859,6;41719,6;1,73013;2,2257;0,0543334;0;23,7656;999,9;26,9;32,7;13,2646;62,1779;6,85096;1;-0,10796;-0,00591503;20,2419;5,22283;11,9081;4,97215;3,273;9999;9999;9999;999,9;1,87988;1,88004;1,88217;1,87518;1,87851;1,87799;1,87515;1,88268;0;0;0;0;00000000;iiiiiiii;off;off;off;off;0;100;100;-0,729;-0,1864;-1,317961907;0,002137767;-2,14253E-06;6,57826E-10;-0,199892314;0,004784518;-0,000486343;1,4002E-05;18;2240;2;19;73,9;74,1;1,10229;2,59888;1,44531;2,13867;1,54907;2,41455;37,8679;23,9562;18;300,042;719,876;24,1655;25,8164;30,0001;25,9028;25,8859;22,0627;34,2271;0;24,1661;450;9,45243;101,394;99,8671
